"","text"
"1594","sy  dpt layanan terbaik n tercepat prosesnya dipertahankan kwalitas kuantitas kenyamanan dgn tiket com thank you"
"1595","promonya   payah gak kaya   karna kemahalan bayar artis iklannya ya"
"1596","terimakasih min aplikasi   membantu  mempermudah  transaksi online"
"1597","customer service  solutif  penanganan   "
"1598","  minimum point   dipakai  potongan harga ya  menu reedem point gak   klik tolong  solusi    reedem point  hadiah "
"1599","mantapzz mudah  gk ribet  menggunakannya   tiketnyatingkatkan trsapp  topuntuk kritiknyatolong mafia percaloan tiket  berantasdan yg sy gk habis pikir knp  check ticket sll habisterutama  class ekonomintah  habis terjual   permainan  penjahat pengelola ticket"
"1600","kerennnnnnn rekomendasi darii sodara tmn   raffi  nagita mantul bgttt    pakai utk tiket  hotel harganya oke  yg   pelayanan kecepatannya "
"1601","managementnya  bagus  sdr goject   sopan"
"1602","mudaaah praktis harga transparan bersaing bgt  sebelah"
"1603","   bayar hotelnya  akulaku    aplikasi tiket   terkonfirmasi"
"1604"," bagus  merugikan nyesel pesen   pesen sejam   cancel uang ga  alasan kebijakanlah  indonesia tulis kebijakan pakai bahasa indonesia   bhsa inggris dikasih  ambil tuh duit biar ga berkah ambil hak org"
"1605"," membantu  memudahkan  infonya  pemesanannya"
"1606","memuaskan   program diskon  sayang update harga nya  maskapai lelet kalah  toko sebelah tingkat   kinerja sistem nya"
"1607","harga nya terjangkau  mudah dicarinya"
"1608","ko harga  tanggal ngga sesuai  yg  klik ya  gimana    tanggal  murah  pas  klik  mahal harganya ngga sesuai "
"1609","akun   hack lapor  cs   memecahkan   suruh ganti password doang poin tix  hilang gk  solusi"
"1610"," memudahkn  sarana mencari tiket  pesawat kereta api  pmesanan penginapan"
"1611","e voucher  terbit  pengajuan refund  kemana uang nya      masuk kalo  nilap uang orang jgn  aplikasi   daun  pelayanan buruk  bilang   refund   bukti  gak   aplikasi   buyar kalo sistem  refund gak  uang nya kemana"
"1612","  langganan pesan    kecewa dgn pelayanannya  transfer full  voucher  terbit  proses refund  uang refund    transfer aplikasi  bonafit beda  aplikasi sebelah yg proses refund gak ribet   alasan customer servicenya  berteletele  bukti  refund  alasan"
"1613"," promo  diskon  murah  banding  sebelah   pembayaran  indomaret jam nya kalo malam gak  jam beda  sebelah mohon  tingkatkan"
"1614"," ya   penerbangan  tertera  aplikasiku    tertera  aplikasiku  lion air sriwijaya batik   menemukan citilink garuda  penerbangan  tanggal januari kno cgk mohon bantuan admin"
"1615"," membantu   memesan tiket keberangkatan perjalanan sy  kota kota  negara   tqs "
"1616"," pesan tiket kereta api pembayaran via indomaret  pas  bayar  kasirnya pesanan tiketnya udah  cancelpadahal  aplikasi    menit  pembayaran udah kali coba tetep aja cancel  statusnya   gak ngecancel  aplikasi"
"1617","bagus utk lokasinya strstegis  makanannya  variatif monoton"
"1618","   kali udah transfer tp status nya menunggu bayaran giliran  chat  suruh refund giliran refund ga  jelek ga  download malung dasar"
"1619"," bagus  harga  pelayanan terbaik   berlangganan  "
"1620","menu nya simpel mudah  mengerti   nya"
"1621","mudah penggunanya   membantu sblum traveling"
"1622"," bermanfaat  menyenangkan karna  diskon yg gede   terima kasih"
"1623"," heran  apk    rate pas ngebaca review netizen eh  yg ngasih bintang kasih bintang  yah  trial nih ntar kalo bagus dinaikin"
"1624","pelayanan  kekurangannya    memesan tiket pesawat flexible"
"1625","    check in online   jam  penerbangan   aplikasi   check in online    buka aplikasi     kecawa   aplikasi "
"1626","sy  puas   tiket com hotel   membantu  orang jg mempermudah  harga tiket pesawat tiket kereta murah   hotel yg muda  cari  terima kasih "
"1627","menyenangkan dg pesannya tdk ribet  prosesnya cepat disconnya  lumayan"
"1628","    beli tiket ya   riwayat pemesanan    email terhapus  cs nya ramah banget  bantu  bukti pemesanan tiket terima kasih"
"1629","aplikasi bapuk bikin kesel sj  pesan kursi  gerbong kursi c  d pas proses pembayaran  berubah jd  gerbong kursi b  c  kecewa dikomplain kaya dilempar  lempar    pilihan utk pilih kursi klo ujungnya berubah gt hadeh tolong solusinya  tanggung "
"1630","aplikasi mudah dg data traveller  sayang promonya banyakin  "
"1631","  download aplikasi  bagus banget   lounge nya  promosi ama keluarga  teman cs nya tanggap  membantu      order knp gk bs log in    suruh uninstall  instal ulang  "
"1632"," refund  tolak  pemesan  norek refund beda  uang    kemanakan tolong penyelesaiannya  jgn ribet refund  udah beli tiket anti galau  biaya eh  refund   kembalikan      beli jamianan tiket anti galau  gitu gak     adakan   cari keuntungan  memotong uang    ribu  refund    keberangakatan jadwal  refund memakan  "
"1633","beli tiket pembayaran  linkaja status berhasil  aplikasi tiket  berhasil tp  muncul  mytiket komplain via wa tiket  gagal  opsi solusi refund  rebooking sayapun mengajukan rebooking ditelpon cs ananda tiket  tiket yg  maksud      adafull disarankan menjadwal ulang  tanggal yg      cek    tersedia kursi whats wrong with you cs ananda  parah cs ananda"
"1634","awalnyaa  kasih bintang  etiket  bermasalah  kurun  jam cs menghubungi  bertanggung     sampe dibantu  pemesanan tiket ulaang jadii bintangnya   semoga kedepannyaa sistemnyaa    lagii"
"1635","jelek  sistem nya  iya sih udah bayar  gopay  udah  dr gopay berkurang nominal nya  udh lapor   tiket com bilang nya  proses trs sampe     santai nya bilang   gopay nya blm masuk   tiket com trs kemana ya uang     refund tp  proses   udh  urgent tp  aja proses trs gimana sih  terpercaya tp sistem kerja nya    menunggu  gak berperikemanusian"
"1636","tolong developer tambahin fitur reminder  langsung  calendar semoga didengarkan saran  thanks"
"1637","bagus  membantu  responnya  cepattks"
"1638","apk   membantu  setia menemani   perjalanan    dimana "
"1639"," puas  promo  cash back point senang    poin nya"
"1640","enak    tunanetra  nyaman"
"1641"," pesan tgl tiket yg terbit    kemarin  jakarta jam pagi    kamar sungguh mengecewakan"
"1642","sebenernya aplikasi  bagus   pakai   update  pesan hotel masak alamat hotelnya   langsung pilih kamar aja    letak hotelnya tolong  perbaikin"
"1643","aplikasi menyulitkan tampilan  keterangan  jelasdetail"
"1644"," sy suka aplikasi  mudah cr akomodasi  diskon pengalaman ya  plus minusnya sih dr yg  berkesan  yg  menyebalkan yg  berkesan  cekin hotel  jogja kamar yg sy pesan penuh   sdh bayar voucher   sy dpt kamar upgrade  hotel yg sm  tambahan biaya apapun yg menyebalkan   ubah tanggal msh h yg sesuai sk  diubah  sm cs nya disuruh ngurus   hotel hotelnya tdk  hanguslah"
"1645","  update  eror plese bikin aplikasi yg bener   kereta api    pemberangkatangw uninstal  download traveloka kebih   apk "
"1646"," refund  menjamin refund  dibayar aplikasi   dipotong  pemesanna belom x jam  dihitung  menitee main potong ajamending traveloka dibayar full  refund  kesalah rute aja gk  pakai  ni aplikasi  "
"1647"," puas dgn pelayananya   membantu keslahan  pemesanan tgl terimakasih semoga  sukses  bnyk yng terbntu  aplikasi  "
"1648","harga tiketnya    dg travelokakirain  murah"
"1649"," pemakai tiket com      pakai aplikasi tiket com  suka tiket com   tix point     pembayaran transaksi"
"1650","perjalanan  mudah  menyenangkan  promonya  terimakasih"
"1651","cs nya  ramah proses refund ribet mending beli  sebelah   mahal    bagus pelayanannya"
"1652","good   promosi  gratis makanan hehehe mantap"
"1653","easy booking   pilihan membayargak  pakai kartu kredit love this app"
"1654"," membantu  pemesanan tiket ga ribet  smoga   promo  cashback ya"
"1655","respon cepat   membantu  fitur rescadule nya tp sdh kl transaksi point tix nya blm bertambah"
"1656"," membantuharganya  murah  mudah pesen tketnya"
"1657","user interface ribet proses lemot daftar akun susah   yg menyenangkan     nulis  uninstal"
"1658","aplikasi  mencuri uang   ajukan refund  alasan kesehatan tp refund sy ditolak  dalih nama pemesan  nama pemilik rekening beda  uang sy hangus  rekan  uninstal aplikasi     korban "
"1659"," membantu  langsung  memilih  duduk mantul laaah"
"1660"," membantu bnget tp tolong  pemesan ditambah"
"1661","  mesen pakai aplikasi  mesen tiket kereta pas  chekin kereta  tiketnya gak   gaak  berangkat parah nya  refund dipersulit"
"1662","cepat  mudahwaktu pembayaran   jd tdk terburuburu"
"1663","mantab banget pengalaman user experience  mudah "
"1664","tergiur instal aplikasi krn bacabaca digoogle  promo iniitu eh  zonk   instal   cari promo      promo harganya mahal  agoda"
"1665","cepattepataman  memuaskan gak pusing nyari hotel terdekat"
"1666","  korban  ni gara appbagi   instal   pesan   appbaca  review ya"
"1667","ih jelek banget apknya   input stasiun    sampe menitan nunggu loadingnya udah  loading search train     aneh perbaiki  kak"
"1668","aplikasi    sarankan pengembalian uang   penerbitan etiket  tolong sebarkan terima kasih"
"1669"," membantu  harga promo cepat  mudah diakses"
"1670","aplikasinya mudah dipahami   membantu"
"1671","terimakasih   harga yg  murah  penerbangan domestik"
"1672","pesan tiket  mudah  aman  pembayaran  mudah"
"1673","kode pembayaraan  kaduluarsa  pembayaran  masuk  e tiket tdk terbit direfund   tanggapannya"
"1674","so far aplikasi   membantu  booking  kebutuhan transport  penginapan   promonya  yaa"
"1675","mantap pesan cepat ngga ribetcuman tolong  lengkapi   pilihan pesan kursi pesawat nya"
"1676","admin bgus bahasa  responnya cm  perbaikan dr aplikasi sya jd beli tiket double hr "
"1677","aplikasi  byk penyempurnaan respon cepat tp gak memuaskan"
"1678","aplikasi amatir   hotel  ditolak   kota  hotel  malam duit ditahan  mengecewakan aplikasi "
"1679"," bayar tp  terkonfirmasi ikuti prosedur siapkan bukti pembayaranorder iddata yg  perlukan gak usa pake emosipasti  layani   gak  jam  dech tiketnya"
"1680"," mengecewakan mesan tiket pulang pergi eh  dibatalkan   konfirmasi yg  detail  refund nya  cepat"
"1681"," hotel udah ga kerjasama     list penawaran  kayak orang bodoh pas  check in bayar udah check in gabisa udah pelayanan relokasirefundnya "
"1682","  bagus pengembalian uang tiketx   batalkan g  seminggu"
"1683","  utk mencari kebutuhan pesawat  hotel"
"1684"," mudah  bertransaksi yg aman cepat tiket penerbangannya   pembayaran"
"1685"," ajar pelayanan yg tdk memuaskan berengsek gausah mesen tiket pesawat  aplikasi  guys aplikasi  ajar  seenak jidad nya main refund tiket orang gak mikir pake otak"
"1686","aplikasi  memudahkan pengguna tampilan  lumayan simple  gampang "
"1687","traveloka   murah utk harga ticket pesawat"
"1688"," bagustolong diskon harga tiket domestik   utk bersaing dgn aplikasi laen"
"1689","penggunaan mudah  membingungkan harga  kompetitif"
"1690"," sih  update  bikin hp penuh aja jd  apus aplikasi   update    dipake gak semudah "
"1691","senang    aplikasi    kluar rumah untk berjln mencari travel"
"1692","mantap  diskonnya tolong  tambahin y   pakai  waktutrims"
"1693","menyenangkan   butuh hotel murah  bagus   "
"1694","tolong perbarui aplikasi  kolom promo diatur   klasifikasikan sesuai panel promo pesawat promo hotel dll puyeng lihat kolom promo yg  slide nya cepet banget ganti  diperlambat   slidenya geser otomatis  lihat apk trvlk  rujukan oh ya  dipertimbangkan  tiketdotcom menyediakan tiket bustravel makasih"
"1695","aplikasinya  bagus   ditingkatkan  layanan multimaskapai   aplikasi tetangga contoh pesan tiket pesawat  llg  bth    aplikasi   install aplikasi    pesan tiket"
"1696","aplikasi tiket terbaik cuman  sarannya kalo gk   boking    habis  harap kursinya  kosong     samain  rubah kursinya udah gk  pilih   "
"1697","  ga  gunain gift voucher ya     gift voucher      payah  males"
"1698"," aplikasinya ga  dibuka siiiiih  update    kebukaaaaa gimana sihitu mah  aja ngabisin memori"
"1699","aplikasi yg bagus  membantu  perjalanan pulang kampung "
"1700","apk abal udah bayar dialfa berhasil  stasiun   diambil tiketnyarefund udah seminggu  ga  kabarnyasangat nyesel pake tiketco"
"1701"," mudah  menu lengkap  promo menarik"
"1702","aplikasi yg   membantu promo ditambah  diperluas   lansia"
"1703","tolong klu ksih  menit sblm brgkat bosssy ketinggalan pesawat minggu  sgat kecewa"
"1704","dapet harga murah aplikasi stabil  diandalkan  promo cs responsif   menyelesaikan "
"1705"," promo harga bersaing  ya faktor keberuntungan harga berubah secepat kilat"
"1706","sdh   pengembalian uang tiket pesawat sy yg  sy batalkn krn  masuk rs blum jg   kecewa dgn pelayanannya  skrg tdk  kabar"
"1707","mencari informasi pembelian tiket kereta api  media sosial internet    mudah  ketik tiket kereta api     informasi   stasiun pemberangkatan  tujuan tanggal pemberangkatan harga tiket  lainlain"
"1708","good aplikasi  membantu    informasi  menarik"
"1709","semoga dpt meningkatkan  pelayanannya  armada bus yg blm on line trims"
"1710","  bikin order  status pembayaran  diterima  udah  pembayaran tanggal check in udah     diterima  cs  disuruh menunggu   livechat dana  masuk    struk   indomaret aplikasi nggak "
"1711","penggunaan aplikasinya  mudah proses transaksi  cepat"
"1712","  pilihan pembatalan  aplikasi   pilihan pembayaran hnya  pilihanlngsng setuju utk memesan hotel dgn membayarpembayaran mlalui kartu kreditharapannya  pilihan bayar  hotelsehingga ktka mendadak acara  ubah  kota laincancel berp hr sblmnya  proses ribet   khilangan nominal uang yg   bayarkanpadahal  kamar hotelnya    jual "
"1713"," kecewa  pemesanan hotel  aplikasi   itudan    aplikasi  menang dapet voucer   rugi  voucer    transaksi min ribu aplikasi "
"1714","jgn mahal  sy pindah  traveloka ambil untung dikit aja  yg beli    untung nya jg "
"1715"," transaksi gagal  kadaluarsa   dihapus    menunggu jam    pemesanan ulang    menyulitkan pengguna keburu pesanan diambil orang     fitur utk menghapus transaksi  transaksi gagal  kadaluarsa"
"1716","  pemberitahuan  perubahan flight    kejelasan   lapor"
"1717","pengalaman       diskon  temanku   book langsung dpt diskon"
"1718","  tiket pesawat tercantum terminal keberangkatan lumayan   salah parkir terminal bikin olahraga"
"1719"," iklan ootd besaran kasih potongan rb eh harga minimal pembeliannya   asli  bikin kecewa  iklannya maaf bintang yaaa"
"1720","aplikasi    eksis  seiring jaman nowmemudahkan    rencana  tujuan perjalanan "
"1721","aplikasi     bayar   gak  konfirmasi pembayaran   aplikasi pesanan   kadaluarsa masak iya gak  otomatis sih pdahal udah bayar sudh chat cs nya  whatsapp  ya gitu suruh nunggu  gak  solusi  tiket  gak  tolong tutup sajja aplikasi       orang yg dirugikan memalukan"
"1722","aplikasi  update aneh kl ga update ga  buka ni aplikasi taiiii maksa banget emang yg jual tiket km doang"
"1723","harga tiket pesawat  murah drpd  trvelok    loh ya krn hrg  promo   berubahubah  credit card jg gak kena charge which is the best"
"1724","aplikasi jelek ribet pendaftaran nya  pakai nama    nama   gak   nyabikin kesal  ku kasih bintang aja   unistal  males banget  daftar aja bikin emosi "
"1725","good aplikasi harga murah sistem nya cepat pembayarannya mudah  ngetrip oke banget"
"1726"," biaya ongkir utk redeem tixpoint  utk transparansi perusahaan   tdk dibebankan kpd customer"
